2	 1:1	 2:21	 3:1.62	 4:64	 5:2	 6:1	 7:2	 8:3	 9:3	 10:1	 11:2	 12:1	 13:0	 14:1	 15:4	 16:4
1	 1:1	 2:19.21164	 3:1.567981	 4:41.934368	 5:1	 6:2	 7:2.070964	 8:1	 9:3	 10:1	 11:1.676975	 12:1	 13:0	 14:1.718513	 15:3	 16:4
1	 1:1	 2:18.988581	 3:1.544263	 4:41.535047	 5:1	 6:2	 7:2.68601	 8:1	 9:3	 10:1	 11:1.310074	 12:1	 13:0	 14:1.0647	 15:3	 16:4
1	 1:1	 2:19.408999	 3:1.670552	 4:49.804245	 5:1	 6:2	 7:2.794197	 8:3.409363	 9:3	 10:1	 11:1.543021	 12:1	 13:2	 14:1	 15:3	 16:4
1	 1:1	 2:19.665881	 3:1.676346	 4:49.105025	 5:1	 6:1	 7:2.720701	 8:3	 9:3	 10:1	 11:2	 12:1	 13:1.862235	 14:1	 15:3	 16:4
1	 1:1	 2:19.758286	 3:1.667404	 4:49.125955	 5:1	 6:1	 7:2.880792	 8:3.281391	 9:3	 10:1	 11:1.960131	 12:1	 13:1.513029	 14:1	 15:3	 16:4
1	 1:1	 2:22.422674	 3:1.70011	 4:50.173425	 5:2	 6:2	 7:2.674431	 8:3	 9:2	 10:1	 11:2.453384	 12:1	 13:1.321624	 14:1.990617	 15:4	 16:4
1	 1:2	 2:20.242237	 3:1.75633	 4:54.567343	 5:2	 6:2	 7:2	 8:3.98525	 9:3	 10:1	 11:2.654078	 12:1	 13:2.113151	 14:2	 15:4	 16:4
1	 1:1	 2:22.637018	 3:1.703584	 4:51.607091	 5:2	 6:2	 7:2.55996	 8:3	 9:2	 10:1	 11:1.990788	 12:1	 13:.486006	 14:1.561272	 15:4	 16:4
1	 1:1	 2:19.007177	 3:1.690727	 4:49.895716	 5:1	 6:2	 7:1.212908	 8:3.207071	 9:3	 10:1	 11:1.029703	 12:1	 13:2	 14:1	 15:3	 16:4
1	 1:1	 2:18.288205	 3:1.713564	 4:50	 5:1	 6:2	 7:1.140615	 8:3.471536	 9:3	 10:1	 11:1	 12:1	 13:2	 14:1	 15:3	 16:4
1	 1:1	 2:19.314429	 3:1.67231	 4:49.713944	 5:1	 6:2	 7:2.562409	 8:3.488342	 9:3	 10:1	 11:1.67062	 12:1	 13:2	 14:1	 15:3	 16:4
1	 1:1	 2:27.14823	 3:1.660446	 4:49.558304	 5:2	 6:2	 7:2.004146	 8:3.443456	 9:2	 10:1	 11:2.020764	 12:1	 13:1.078719	 14:1.26729	 15:4	 16:4
1	 1:1	 2:25.380557	 3:1.630379	 4:46.062954	 5:2	 6:2	 7:2.690754	 8:3.03779	 9:2	 10:1	 11:2.212296	 12:1	 13:1.616882	 14:0	 15:4	 16:4
1	 1:1	 2:22.867719	 3:1.655413	 4:50.424661	 5:2	 6:2	 7:3	 8:3.642802	 9:2	 10:1	 11:1.995177	 12:1	 13:.118271	 14:.065515	 15:4	 16:4
1	 1:2	 2:17.729923	 3:1.732862	 4:51.216463	 5:1	 6:2	 7:2.051283	 8:2.645858	 9:3	 10:1	 11:2.35752	 12:1	 13:.291309	 14:.897942	 15:3	 16:4
1	 1:1	 2:16.834813	 3:1.74402	 4:50	 5:1	 6:2	 7:2.19005	 8:3.420618	 9:3	 10:1	 11:1.356405	 12:1	 13:1.351996	 14:.98468	 15:3	 16:4
1	 1:2	 2:17.521754	 3:1.757958	 4:52.09432	 5:1	 6:2	 7:2.21498	 8:2.64155	 9:3	 10:1	 11:2.121251	 12:1	 13:.998391	 14:.85882	 15:3	 16:4
1	 1:2	 2:18	 3:1.786758	 4:51.524444	 5:1	 6:2	 7:2.91548	 8:3	 9:3	 10:1	 11:1.777486	 12:1	 13:1.077469	 14:1	 15:3	 16:4
1	 1:2	 2:18	 3:1.767058	 4:51.132809	 5:2	 6:2	 7:2.708965	 8:3	 9:3	 10:1	 11:1.873004	 12:1	 13:1.21718	 14:1	 15:3	 16:4
1	 1:2	 2:18.128249	 3:1.699437	 4:52.08657	 5:2	 6:2	 7:2.853513	 8:3	 9:3	 10:1	 11:2	 12:1	 13:.680464	 14:1.258881	 15:3	 16:4
1	 1:2	 2:17.405104	 3:1.82525	 4:58.913579	 5:2	 6:2	 7:2.580872	 8:3.887906	 9:3	 10:1	 11:2	 12:1	 13:2	 14:.453649	 15:4	 16:1
1	 1:2	 2:19.72925	 3:1.793315	 4:58.19515	 5:2	 6:2	 7:2.508835	 8:3.435905	 9:3	 10:1	 11:2.076933	 12:1	 13:2.026668	 14:1.443328	 15:4	 16:1
1	 1:2	 2:18.525834	 3:1.776989	 4:57.275946	 5:2	 6:2	 7:2	 8:3.747163	 9:3	 10:1	 11:2.575535	 12:1	 13:2	 14:1.84383	 15:4	 16:1
1	 1:1	 2:18.595614	 3:1.609495	 4:42.656563	 5:1	 6:2	 7:2.896562	 8:2.625475	 9:3	 10:1	 11:2.839558	 12:2	 13:1.949667	 14:1.253311	 15:4	 16:4
1	 1:1	 2:16.613108	 3:1.777929	 4:44.762023	 5:1	 6:2	 7:2.911877	 8:3.098399	 9:3	 10:1	 11:2.196405	 12:1	 13:2.328147	 14:1.55011	 15:3	 16:4
1	 1:1	 2:16.928791	 3:1.710948	 4:45.248627	 5:1	 6:2	 7:2.910733	 8:3.12544	 9:3	 10:1	 11:2.204263	 12:1	 13:2.407906	 14:1.403037	 15:3	 16:4
1	 1:2	 2:17.758315	 3:1.854162	 4:59.881316	 5:2	 6:2	 7:2.966126	 8:3.96981	 9:3	 10:1	 11:2	 12:1	 13:2.000088	 14:.378619	 15:4	 16:1
1	 1:2	 2:17.282945	 3:1.821514	 4:59.605028	 5:2	 6:2	 7:2.613249	 8:3.712183	 9:3	 10:1	 11:2	 12:1	 13:2.002997	 14:.174848	 15:4	 16:1
1	 1:2	 2:19.993154	 3:1.762073	 4:55.511075	 5:2	 6:2	 7:2	 8:4	 9:3	 10:1	 11:2.542415	 12:1	 13:2	 14:1.807465	 15:4	 16:1
1	 1:1	 2:22.935612	 3:1.732307	 4:54.835576	 5:2	 6:2	 7:3	 8:3	 9:2	 10:1	 11:2.00357	 12:1	 13:1.25955	 14:.417116	 15:4	 16:4
1	 1:2	 2:20.738469	 3:1.759933	 4:55.003417	 5:2	 6:2	 7:2.627031	 8:3.832911	 9:3	 10:1	 11:2.993448	 12:1	 13:2	 14:1.425903	 15:4	 16:4
1	 1:1	 2:22.99368	 3:1.741377	 4:54.877111	 5:2	 6:2	 7:3	 8:3	 9:2	 10:1	 11:2.009796	 12:1	 13:2	 14:.071317	 15:4	 16:4
1	 1:1	 2:19.317148	 3:1.731195	 4:49.650897	 5:1	 6:2	 7:2.919751	 8:3.576103	 9:3	 10:1	 11:1.949308	 12:1	 13:1.940182	 14:1	 15:3	 16:4
1	 1:1	 2:16.910997	 3:1.74823	 4:49.928447	 5:1	 6:2	 7:2.494451	 8:3.56544	 9:3	 10:1	 11:1.491268	 12:1	 13:1.951027	 14:.956204	 15:3	 16:4
1	 1:1	 2:19.071027	 3:1.756865	 4:49.699672	 5:1	 6:2	 7:1.69427	 8:3.266644	 9:3	 10:1	 11:1.095417	 12:1	 13:2	 14:1	 15:3	 16:4
1	 1:1	 2:18.019572	 3:1.701378	 4:50.088468	 5:1	 6:2	 7:1.601236	 8:3.433908	 9:3	 10:1	 11:1.055019	 12:1	 13:.819269	 14:1.030848	 15:3	 16:4
1	 1:1	 2:19.735968	 3:1.699956	 4:49.98297	 5:1	 6:2	 7:1.204855	 8:3.531038	 9:3	 10:1	 11:1.134658	 12:1	 13:2	 14:1	 15:3	 16:4
1	 1:1	 2:18.094079	 3:1.723328	 4:50	 5:1	 6:2	 7:1.052699	 8:3.998618	 9:2	 10:1	 11:1	 12:1	 13:2	 14:1	 15:3	 16:4
1	 1:1	 2:19.054938	 3:1.585886	 4:42.541794	 5:1	 6:1	 7:2.910345	 8:3	 9:2	 10:1	 11:1	 12:2	 13:1.461005	 14:0	 15:3	 16:4
1	 1:1	 2:20.850119	 3:1.524926	 4:42	 5:1	 6:2	 7:2.866383	 8:1.226342	 9:2	 10:1	 11:1	 12:1	 13:.14495	 14:0	 15:3	 16:4
1	 1:1	 2:19.349258	 3:1.52337	 4:42	 5:1	 6:2	 7:2.913486	 8:1.060796	 9:2	 10:1	 11:1.596212	 12:1	 13:.108948	 14:.773087	 15:3	 16:4
1	 1:2	 2:17	 3:1.844749	 4:59.313525	 5:2	 6:2	 7:2.432886	 8:3	 9:3	 10:1	 11:2	 12:1	 13:2.697949	 14:1	 15:4	 16:1
1	 1:2	 2:17.203917	 3:1.853325	 4:59.619485	 5:2	 6:2	 7:2.883745	 8:3.595761	 9:3	 10:1	 11:2	 12:1	 13:2.077653	 14:.714701	 15:4	 16:1
1	 1:2	 2:17.671064	 3:1.854706	 4:59.20945	 5:2	 6:2	 7:2.707666	 8:3.737914	 9:3	 10:1	 11:2.026547	 12:1	 13:2.009397	 14:.613971	 15:4	 16:1
1	 1:1	 2:21.310907	 3:1.72064	 4:50	 5:2	 6:2	 7:2.919584	 8:3.697831	 9:2	 10:1	 11:1.147121	 12:1	 13:.993058	 14:.08922	 15:4	 16:4
1	 1:1	 2:21.708354	 3:1.704167	 4:50.165754	 5:2	 6:2	 7:2.969205	 8:3.21043	 9:2	 10:1	 11:2.765876	 12:1	 13:.611037	 14:1.300692	 15:4	 16:4
1	 1:1	 2:22.176922	 3:1.71746	 4:51.491957	 5:2	 6:2	 7:2.486189	 8:3	 9:2	 10:1	 11:1.064378	 12:1	 13:2.206055	 14:1.958089	 15:4	 16:4
1	 1:1	 2:17.823438	 3:1.708406	 4:50	 5:1	 6:2	 7:1.642241	 8:3.45259	 9:3	 10:1	 11:1.099231	 12:1	 13:.418875	 14:1	 15:3	 16:4
1	 1:1	 2:18	 3:1.763465	 4:50.279053	 5:1	 6:2	 7:1.567101	 8:3	 9:3	 10:1	 11:1.994139	 12:1	 13:.107981	 14:1	 15:3	 16:4
1	 1:1	 2:18.281092	 3:1.7	 4:50	 5:1	 6:2	 7:1.036414	 8:3.205587	 9:3	 10:1	 11:1.745959	 12:1	 13:.115974	 14:1	 15:3	 16:4
1	 1:1	 2:18.656912	 3:1.574017	 4:41.220175	 5:1	 6:2	 7:1.649974	 8:1.513835	 9:3	 10:1	 11:1.549974	 12:1	 13:.227802	 14:1.972926	 15:3	 16:4
1	 1:1	 2:19.994543	 3:1.537739	 4:39.101805	 5:1	 6:2	 7:1.118436	 8:3	 9:3	 10:1	 11:1.997744	 12:1	 13:2.432443	 14:1.626194	 15:3	 16:4
1	 1:1	 2:20.255616	 3:1.534223	 4:41.268597	 5:1	 6:2	 7:2.673638	 8:2.779379	 9:2	 10:1	 11:1.249074	 12:1	 13:.043412	 14:.403694	 15:3	 16:4
1	 1:2	 2:19.865895	 3:1.76033	 4:55.3707	 5:2	 6:2	 7:2.120185	 8:4	 9:3	 10:1	 11:2.582165	 12:1	 13:2	 14:1.510609	 15:4	 16:1
1	 1:2	 2:17.888073	 3:1.841879	 4:60	 5:2	 6:2	 7:3	 8:3.732126	 9:3	 10:1	 11:2	 12:1	 13:2.000934	 14:.384662	 15:4	 16:1
1	 1:2	 2:18.470562	 3:1.856406	 4:58.673963	 5:2	 6:2	 7:2.34222	 8:3.937099	 9:3	 10:1	 11:2.311791	 12:1	 13:2.013377	 14:1.128355	 15:4	 16:1
1	 1:2	 2:17.925497	 3:1.829142	 4:59.933015	 5:2	 6:2	 7:2.86099	 8:4	 9:3	 10:1	 11:2	 12:1	 13:2	 14:.007872	 15:4	 16:1
1	 1:2	 2:17.000752	 3:1.822084	 4:58.443049	 5:2	 6:2	 7:2.559571	 8:3.047959	 9:3	 10:1	 11:2	 12:1	 13:2.011646	 14:.588994	 15:4	 16:1
1	 1:2	 2:17.362129	 3:1.80671	 4:59.243506	 5:2	 6:2	 7:2.424977	 8:4	 9:3	 10:1	 11:2	 12:1	 13:2	 14:.03921	 15:4	 16:1
1	 1:2	 2:18	 3:1.707259	 4:50.664459	 5:2	 6:2	 7:1.786841	 8:3	 9:3	 10:1	 11:1.546856	 12:1	 13:.512094	 14:1.608265	 15:3	 16:4
1	 1:2	 2:18	 3:1.708107	 4:51.314659	 5:2	 6:2	 7:1.303878	 8:3	 9:3	 10:1	 11:1.755497	 12:1	 13:.062932	 14:1.672532	 15:3	 16:4
1	 1:2	 2:18	 3:1.739344	 4:50.951444	 5:2	 6:2	 7:1.889883	 8:3	 9:3	 10:1	 11:1.959531	 12:1	 13:.520407	 14:1.151166	 15:3	 16:4
1	 1:1	 2:19.029494	 3:1.573987	 4:44.316254	 5:1	 6:1	 7:2.984004	 8:3	 9:2	 10:1	 11:1.015249	 12:2	 13:1.327833	 14:0	 15:3	 16:4
1	 1:1	 2:19.269079	 3:1.58092	 4:44.753943	 5:1	 6:1	 7:3	 8:2.975362	 9:2	 10:1	 11:1.246822	 12:2	 13:.979701	 14:0	 15:3	 16:4
1	 1:1	 2:19.946244	 3:1.603435	 4:45	 5:1	 6:1	 7:3	 8:3	 9:2	 10:1	 11:2.487919	 12:2	 13:1.230441	 14:0	 15:3	 16:4
1	 1:1	 2:19.639431	 3:1.53535	 4:42	 5:1	 6:2	 7:3	 8:1	 9:2	 10:1	 11:1.49681	 12:1	 13:0	 14:.513427	 15:3	 16:4
1	 1:1	 2:19	 3:1.53161	 4:42	 5:1	 6:2	 7:2.749268	 8:1.394539	 9:2	 10:1	 11:1.322048	 12:1	 13:.463949	 14:.800993	 15:3	 16:4
1	 1:1	 2:19.434709	 3:1.525691	 4:42	 5:1	 6:2	 7:3	 8:1	 9:2	 10:1	 11:1.764055	 12:1	 13:0	 14:.560887	 15:3	 16:4
1	 1:2	 2:18	 3:1.719827	 4:52.289828	 5:2	 6:2	 7:1.202075	 8:3	 9:3	 10:1	 11:1.927976	 12:1	 13:.023574	 14:1.747256	 15:3	 16:4
1	 1:2	 2:18.381382	 3:1.722547	 4:53.783977	 5:2	 6:2	 7:2	 8:3.131032	 9:3	 10:1	 11:2.072194	 12:1	 13:1.487987	 14:2	 15:3	 16:4
1	 1:2	 2:18	 3:1.738702	 4:50.248677	 5:2	 6:2	 7:1.871213	 8:3	 9:3	 10:1	 11:1.283738	 12:1	 13:.684879	 14:1.487223	 15:3	 16:4
1	 1:2	 2:26.69858	 3:1.816298	 4:86.963765	 5:1	 6:2	 7:2.341133	 8:1.578521	 9:3	 10:1	 11:2	 12:1	 13:2	 14:.554072	 15:4	 16:1
1	 1:2	 2:21.125836	 3:1.638085	 4:70	 5:1	 6:2	 7:2	 8:1	 9:4	 10:1	 11:2.115967	 12:1	 13:.770536	 14:0	 15:3	 16:4
1	 1:2	 2:25.191627	 3:1.813678	 4:85.637789	 5:1	 6:2	 7:1.450218	 8:3.985442	 9:3	 10:1	 11:2.147746	 12:1	 13:.046836	 14:1	 15:4	 16:1
1	 1:2	 2:21.963457	 3:1.697228	 4:75.5771	 5:2	 6:2	 7:2.204914	 8:3.623364	 9:3	 10:1	 11:1.815293	 12:1	 13:.989316	 14:0	 15:3	 16:4
1	 1:2	 2:21	 3:1.617469	 4:68.869791	 5:1	 6:2	 7:1.206276	 8:3	 9:4	 10:1	 11:2.406541	 12:1	 13:.94984	 14:.479221	 15:3	 16:4
1	 1:2	 2:19.114981	 3:1.855543	 4:88.965521	 5:2	 6:2	 7:2	 8:3	 9:3	 10:1	 11:1.015677	 12:1	 13:0	 14:.37465	 15:3	 16:4
1	 1:1	 2:41.823567	 3:1.721854	 4:82.919584	 5:1	 6:2	 7:2.81646	 8:3.36313	 9:3	 10:1	 11:2.722063	 12:1	 13:3	 14:.26579	 15:3	 16:1
1	 1:2	 2:21.142432	 3:1.855353	 4:86.413388	 5:2	 6:2	 7:2	 8:3	 9:3	 10:1	 11:1.345298	 12:1	 13:1.097905	 14:1	 15:3	 16:4
1	 1:2	 2:21.962426	 3:1.696336	 4:75	 5:2	 6:2	 7:2	 8:3	 9:3	 10:1	 11:1.825629	 12:1	 13:.699592	 14:.142056	 15:3	 16:4
1	 1:1	 2:18.836315	 3:1.751631	 4:80	 5:2	 6:2	 7:2	 8:1.73762	 9:3	 10:1	 11:2.207978	 12:1	 13:2.641072	 14:.707044	 15:2	 16:4
1	 1:2	 2:23.572648	 3:1.698346	 4:75	 5:2	 6:2	 7:2	 8:3	 9:3	 10:1	 11:2	 12:1	 13:.345684	 14:1.415536	 15:3	 16:4
1	 1:1	 2:33.700749	 3:1.642971	 4:74.803157	 5:2	 6:1	 7:3	 8:1.146052	 9:3	 10:1	 11:1.074048	 12:1	 13:.679935	 14:0	 15:3	 16:1
1	 1:1	 2:21.845025	 3:1.613668	 4:68.126955	 5:2	 6:2	 7:1.758394	 8:3.981997	 9:3	 10:1	 11:2.174248	 12:1	 13:.920476	 14:1.358163	 15:3	 16:4
1	 1:2	 2:21	 3:1.605404	 4:68.226511	 5:1	 6:2	 7:2	 8:1.9154	 9:4	 10:1	 11:3	 12:1	 13:1	 14:0	 15:3	 16:4
1	 1:1	 2:35.125401	 3:1.529834	 4:62.903938	 5:1	 6:2	 7:2	 8:2.105616	 9:3	 10:1	 11:1.456581	 12:1	 13:0	 14:.9974	 15:3	 16:1
1	 1:1	 2:36.769646	 3:1.55	 4:62.337721	 5:2	 6:2	 7:2.392665	 8:3	 9:3	 10:1	 11:2.951056	 12:1	 13:0	 14:.369134	 15:3	 16:1
1	 1:1	 2:21.868932	 3:1.731261	 4:78.175706	 5:2	 6:2	 7:2.577427	 8:1	 9:3	 10:1	 11:2	 12:1	 13:2.287423	 14:0	 15:3	 16:4
1	 1:2	 2:22.549208	 3:1.629194	 4:70	 5:1	 6:2	 7:2	 8:1	 9:4	 10:1	 11:2.803311	 12:1	 13:.245354	 14:0	 15:3	 16:4
1	 1:2	 2:21	 3:1.62	 4:70	 5:1	 6:2	 7:2	 8:1	 9:4	 10:1	 11:3	 12:1	 13:1	 14:0	 15:3	 16:4
1	 1:2	 2:21	 3:1.62	 4:70	 5:1	 6:2	 7:2	 8:1	 9:4	 10:1	 11:3	 12:1	 13:1	 14:0	 15:3	 16:4
1	 1:1	 2:30.958957	 3:1.633491	 4:68.803694	 5:2	 6:2	 7:2.052152	 8:3	 9:3	 10:1	 11:1.972074	 12:1	 13:.228307	 14:0	 15:3	 16:1
1	 1:2	 2:21.017383	 3:1.752391	 4:79.109637	 5:2	 6:2	 7:3	 8:1	 9:3	 10:1	 11:2	 12:1	 13:2.57223	 14:0	 15:3	 16:1
1	 1:2	 2:19.623574	 3:1.818226	 4:85.833029	 5:2	 6:2	 7:2.954996	 8:3.714833	 9:3	 10:1	 11:2.430918	 12:1	 13:2.545931	 14:.469735	 15:3	 16:4
1	 1:2	 2:19.637947	 3:1.809101	 4:85	 5:2	 6:2	 7:3	 8:3	 9:3	 10:1	 11:2.229171	 12:1	 13:1.607953	 14:.628059	 15:3	 16:4
1	 1:2	 2:21.413642	 3:1.709484	 4:75	 5:2	 6:2	 7:2	 8:3	 9:3	 10:1	 11:2.843777	 12:1	 13:2.022315	 14:.009254	 15:3	 16:4
1	 1:2	 2:21.029633	 3:1.607082	 4:67.722222	 5:2	 6:2	 7:2	 8:3.691226	 9:4	 10:1	 11:3	 12:1	 13:1.228136	 14:.3352	 15:3	 16:4
1	 1:1	 2:22.667596	 3:1.718939	 4:75.951472	 5:2	 6:2	 7:2	 8:3	 9:2	 10:1	 11:2	 12:1	 13:0	 14:2	 15:3	 16:4
1	 1:2	 2:20	 3:1.831357	 4:89.652557	 5:2	 6:2	 7:2.555401	 8:3.292386	 9:3	 10:1	 11:3	 12:1	 13:2	 14:.315918	 15:3	 16:4
1	 1:1	 2:21.81119	 3:1.6	 4:66.401407	 5:2	 6:2	 7:2.108711	 8:3	 9:3	 10:1	 11:2.746197	 12:1	 13:1.910432	 14:0	 15:3	 16:4
1	 1:1	 2:21	 3:1.754813	 4:77.929204	 5:2	 6:2	 7:2.915279	 8:1.104642	 9:3	 10:1	 11:1.530046	 12:1	 13:1.360635	 14:0	 15:3	 16:4
1	 1:2	 2:18.128206	 3:1.778447	 4:80.273807	 5:2	 6:2	 7:1.570089	 8:3	 9:3	 10:1	 11:2	 12:1	 13:2.707882	 14:0	 15:4	 16:4
1	 1:2	 2:21	 3:1.709561	 4:75	 5:2	 6:2	 7:2	 8:3	 9:3	 10:1	 11:1.636326	 12:1	 13:1	 14:0	 15:3	 16:4
1	 1:1	 2:29.08107	 3:1.674568	 4:71.602622	 5:2	 6:2	 7:2	 8:3	 9:3	 10:1	 11:1.701835	 12:1	 13:1.682271	 14:0	 15:3	 16:1
1	 1:2	 2:26.358919	 3:1.755317	 4:82.228794	 5:2	 6:2	 7:1.94313	 8:3.559841	 9:3	 10:1	 11:2.367996	 12:1	 13:.23553	 14:.879977	 15:3	 16:4
1	 1:2	 2:22.717249	 3:1.708071	 4:75	 5:2	 6:2	 7:2.714447	 8:3	 9:3	 10:1	 11:3	 12:1	 13:1.096818	 14:1.89388	 15:3	 16:4
1	 1:2	 2:19.816949	 3:1.806947	 4:85.079589	 5:2	 6:2	 7:2	 8:3	 9:3	 10:1	 11:2.292073	 12:1	 13:1.067817	 14:.19668	 15:3	 16:4
1	 1:1	 2:24.023972	 3:1.599697	 4:64.808022	 5:1	 6:2	 7:2.903545	 8:3	 9:3	 10:1	 11:1.549931	 12:1	 13:0	 14:.273882	 15:3	 16:4
1	 1:1	 2:32.593129	 3:1.721903	 4:72.748903	 5:2	 6:2	 7:2	 8:3	 9:3	 10:1	 11:1	 12:1	 13:0	 14:1.339232	 15:3	 16:1
1	 1:2	 2:23	 3:1.712556	 4:75.480764	 5:2	 6:2	 7:3	 8:3.654061	 9:3	 10:1	 11:1.229915	 12:1	 13:.793489	 14:1.597608	 15:3	 16:4
1	 1:1	 2:16.941489	 3:1.551288	 4:54.93242	 5:1	 6:2	 7:1.75375	 8:1.296156	 9:3	 10:1	 11:2	 12:2	 13:.110174	 14:1.944675	 15:3	 16:4
1	 1:1	 2:16.172992	 3:1.603842	 4:65	 5:2	 6:2	 7:2.543563	 8:1	 9:3	 10:1	 11:2	 12:2	 13:.694281	 14:1.056911	 15:3	 16:4
1	 1:1	 2:23.71259	 3:1.588597	 4:62.339003	 5:1	 6:2	 7:2.39728	 8:2.656588	 9:3	 10:1	 11:2.061062	 12:1	 13:1.912981	 14:1.887386	 15:3	 16:4
1	 1:1	 2:35.194089	 3:1.673482	 4:73.193589	 5:2	 6:1	 7:3	 8:2.809716	 9:3	 10:1	 11:1.591425	 12:1	 13:.178023	 14:0	 15:3	 16:1
1	 1:2	 2:23.172982	 3:1.858624	 4:88.675503	 5:2	 6:2	 7:2	 8:2.77684	 9:3	 10:1	 11:1.278231	 12:1	 13:.55713	 14:1	 15:3	 16:1
1	 1:1	 2:37.218161	 3:1.593894	 4:63.320629	 5:2	 6:2	 7:2.37464	 8:3	 9:3	 10:1	 11:2	 12:1	 13:2.892922	 14:.480813	 15:3	 16:1
1	 1:2	 2:19.076443	 3:1.62	 4:69.529625	 5:1	 6:2	 7:2.278644	 8:1	 9:3	 10:1	 11:2.628985	 12:1	 13:1	 14:1.285373	 15:3	 16:4
1	 1:1	 2:16.30687	 3:1.616366	 4:67.183128	 5:2	 6:2	 7:1.620845	 8:1	 9:3	 10:1	 11:2	 12:2	 13:.926592	 14:1.657098	 15:4	 16:4
1	 1:1	 2:18.297229	 3:1.637396	 4:70	 5:2	 6:2	 7:2	 8:1.999014	 9:3	 10:1	 11:2.326165	 12:1	 13:.00705	 14:0	 15:4	 16:4
1	 1:1	 2:18.610761	 3:1.550723	 4:60.628321	 5:1	 6:2	 7:2.823179	 8:2.644692	 9:3	 10:1	 11:1.226764	 12:2	 13:.747528	 14:.008899	 15:3	 16:4
1	 1:1	 2:17.451085	 3:1.6	 4:65	 5:2	 6:2	 7:3	 8:2.449723	 9:3	 10:1	 11:2	 12:2	 13:.479592	 14:1.720642	 15:3	 16:4
1	 1:2	 2:29.740496	 3:1.820471	 4:87.668828	 5:1	 6:2	 7:3	 8:3	 9:3	 10:1	 11:1.174611	 12:1	 13:2	 14:0	 15:4	 16:1
1	 1:1	 2:31.539393	 3:1.657496	 4:73.641633	 5:2	 6:2	 7:2	 8:3	 9:3	 10:1	 11:1	 12:1	 13:0	 14:1.112489	 15:3	 16:1
1	 1:2	 2:18.026457	 3:1.752123	 4:80	 5:2	 6:2	 7:2	 8:2.794156	 9:3	 10:1	 11:2.377362	 12:1	 13:.101236	 14:.105895	 15:4	 16:4
1	 1:2	 2:19.47554	 3:1.857231	 4:88.138777	 5:2	 6:2	 7:2.061952	 8:4	 9:3	 10:1	 11:2.426465	 12:1	 13:2	 14:.160138	 15:3	 16:4
1	 1:1	 2:19	 3:1.76	 4:79.544998	 5:2	 6:2	 7:2	 8:1.146794	 9:3	 10:1	 11:3	 12:1	 13:1.809745	 14:1.690102	 15:2	 16:4
1	 1:1	 2:18	 3:1.644682	 4:68.392133	 5:2	 6:2	 7:2	 8:1.131695	 9:3	 10:1	 11:1.344539	 12:1	 13:0	 14:1.59257	 15:4	 16:4
1	 1:1	 2:18.270434	 3:1.737165	 4:76.699774	 5:2	 6:2	 7:2.838969	 8:3	 9:3	 10:1	 11:2.425927	 12:1	 13:1	 14:1.453335	 15:2	 16:4
1	 1:1	 2:19.816228	 3:1.507853	 4:64.259379	 5:1	 6:2	 7:2.568063	 8:3	 9:3	 10:1	 11:1.817983	 12:2	 13:0	 14:0	 15:3	 16:4
1	 1:2	 2:28.39124	 3:1.81006	 4:87.286783	 5:1	 6:2	 7:3	 8:3	 9:3	 10:1	 11:1.205633	 12:1	 13:2	 14:0	 15:4	 16:1
1	 1:2	 2:26.758516	 3:1.80179	 4:86.981202	 5:1	 6:2	 7:2.652958	 8:2.488189	 9:3	 10:1	 11:2	 12:1	 13:2	 14:.096614	 15:4	 16:1
1	 1:2	 2:21.033794	 3:1.625891	 4:70	 5:1	 6:2	 7:2	 8:1	 9:4	 10:1	 11:2.00876	 12:1	 13:.63119	 14:0	 15:3	 16:4
1	 1:2	 2:22.429812	 3:1.64037	 4:70	 5:1	 6:2	 7:2	 8:1	 9:4	 10:1	 11:2.069184	 12:1	 13:.729898	 14:0	 15:3	 16:4
1	 1:2	 2:26.650419	 3:1.791047	 4:83.26312	 5:1	 6:2	 7:1.27785	 8:3.999591	 9:3	 10:1	 11:2.495944	 12:1	 13:.00342	 14:1	 15:4	 16:1
1	 1:2	 2:21.618246	 3:1.679306	 4:75	 5:2	 6:2	 7:2	 8:3	 9:3	 10:1	 11:1.957871	 12:1	 13:.994592	 14:.117303	 15:3	 16:4
1	 1:1	 2:21.012542	 3:1.615145	 4:68.653347	 5:2	 6:2	 7:1.729824	 8:3.612941	 9:4	 10:1	 11:2.043703	 12:1	 13:.562118	 14:.426643	 15:3	 16:4
1	 1:1	 2:21.071195	 3:1.616467	 4:68.77185	 5:2	 6:2	 7:1.452524	 8:3.950553	 9:4	 10:1	 11:2.109858	 12:1	 13:.508847	 14:1.194633	 15:3	 16:4
1	 1:2	 2:19.741202	 3:1.816783	 4:86.522799	 5:2	 6:2	 7:2	 8:3	 9:3	 10:1	 11:2.177386	 12:1	 13:.336814	 14:.004813	 15:3	 16:4
1	 1:2	 2:19.21638	 3:1.812472	 4:86.748295	 5:2	 6:2	 7:2	 8:3	 9:3	 10:1	 11:2.168651	 12:1	 13:.977998	 14:.142638	 15:3	 16:4
1	 1:1	 2:42.24475	 3:1.768231	 4:75.62931	 5:2	 6:2	 7:3	 8:2.951837	 9:3	 10:1	 11:2.112032	 12:1	 13:.378683	 14:0	 15:3	 16:1
