1	 1:.2	 2:.4	 3:0	 4:.0000277778	 5:0	 6:.993592814	 7:.0000277778	 8:.666666667	 9:5
1	 1:.066666667	 2:.111111111	 3:0	 4:.49968254	 5:0	 6:0	 7:.49968254	 8:1	 9:7
1	 1:.024390244	 2:.016129032	 3:0	 4:.301187169	 5:.709677419	 6:.993592814	 7:.301187169	 8:0	 9:7
1	 1:.222222222	 2:.032258065	 3:0	 4:.301223545	 5:.709677419	 6:.993592814	 7:.301216931	 8:0	 9:7
1	 1:.333333333	 2:.080645161	 3:0	 4:.973441358	 5:.709677419	 6:.993592814	 7:.97341821	 8:0	 9:3
1	 1:.058823529	 2:.043478261	 3:0	 4:.0000138889	 5:.217391304	 6:0	 7:.0000138889	 8:0	 9:5
1	 1:.777777778	 2:.112903226	 3:0	 4:.98431713	 5:.709677419	 6:.993592814	 7:.97652392	 8:1	 9:3
1	 1:.074074074	 2:.125	 3:.5	 4:.29054784	 5:.4375	 6:.967640476	 7:.290524691	 8:.806451613	 9:3
1	 1:.032786885	 2:.086956522	 3:0	 4:.013497685	 5:.217391304	 6:0	 7:.013497685	 8:0	 9:5
1	 1:0	 2:.03125	 3:0	 4:.511280864	 5:.4375	 6:.967640476	 7:.511280864	 8:0	 9:3
2	 1:.571428571	 2:.193548387	 3:.5	 4:.979603175	 5:.709677419	 6:.993592814	 7:.872850529	 8:.75	 9:7
1	 1:.022727273	 2:.047619048	 3:0	 4:.990523148	 5:.142857143	 6:.993592814	 7:.990523148	 8:0	 9:5
1	 1:1	 2:.25	 3:0	 4:.001666667	 5:0	 6:0	 7:.001508488	 8:0	 9:3
1	 1:.059701493	 2:.064516129	 3:0	 4:.939424603	 5:.709677419	 6:.993592814	 7:.939181548	 8:0	 9:7
1	 1:.010416667	 2:.016129032	 3:0	 4:.964826389	 5:.709677419	 6:.993592814	 7:.964826389	 8:0	 9:7
1	 1:.75	 2:.048387097	 3:0	 4:.401069775	 5:.709677419	 6:.993592814	 7:.398766534	 8:0	 9:7
1	 1:.034482759	 2:.047619048	 3:0	 4:.004077932	 5:.142857143	 6:0	 7:.004077932	 8:0	 9:3
1	 1:.052631579	 2:.047619048	 3:0	 4:.028595679	 5:.142857143	 6:0	 7:.028595679	 8:0	 9:3
1	 1:.037735849	 2:.285714286	 3:0	 4:.62786045	 5:0	 6:0	 7:.346913029	 8:.857142857	 9:7
1	 1:.2	 2:.142857143	 3:0	 4:.000279431	 5:0	 6:0	 7:.000279431	 8:1	 9:7
1	 1:.071428571	 2:.142857143	 3:0	 4:.01801918	 5:0	 6:0	 7:.01801918	 8:1	 9:7
1	 1:.03125	 2:.03125	 3:0	 4:.567060185	 5:.4375	 6:.967640476	 7:.567060185	 8:0	 9:3
2	 1:.111111111	 2:.384615385	 3:.5	 4:.926739418	 5:0	 6:0	 7:.926665013	 8:.833333333	 9:7
1	 1:.5	 2:.083333333	 3:0	 4:.829483796	 5:0	 6:0	 7:.829483796	 8:0	 9:5
1	 1:.057142857	 2:.068965517	 3:0	 4:.013051698	 5:.379310345	 6:0	 7:.013016975	 8:0	 9:3
1	 1:.2	 2:.034482759	 3:0	 4:.349984568	 5:.379310345	 6:0	 7:.349984568	 8:0	 9:3
1	 1:.157894737	 2:.103448276	 3:0	 4:.316628086	 5:.379310345	 6:0	 7:.316585648	 8:.75	 9:3
1	 1:.055555556	 2:.05	 3:0	 4:.000393519	 5:.1	 6:0	 7:.000393519	 8:0	 9:1
2	 1:.25	 2:.5625	 3:1	 4:.081134259	 5:0	 6:0	 7:.081124339	 8:.818181818	 9:7
1	 1:.027210884	 2:.285714286	 3:0	 4:.660574846	 5:0	 6:.993592814	 7:.66005787	 8:.8125	 9:3
1	 1:.125	 2:.071428571	 3:0	 4:.665320216	 5:0	 6:.993592814	 7:.665320216	 8:0	 9:3
1	 1:.016666667	 2:.071428571	 3:0	 4:.742608025	 5:0	 6:.993592814	 7:.742608025	 8:0	 9:3
1	 1:.5	 2:.222222222	 3:0	 4:.109060847	 5:0	 6:0	 7:.088497024	 8:1	 9:7
1	 1:.019230769	 2:.028571429	 3:0	 4:.0000578704	 5:.485714286	 6:.993528095	 7:.0000578704	 8:0	 9:1
1	 1:.05	 2:.066666667	 3:0	 4:.642803722	 5:0	 6:.999935281	 7:.642803722	 8:0	 9:7
1	 1:.043478261	 2:.018518519	 3:0	 4:.009790013	 5:.666666667	 6:.999935281	 7:.009790013	 8:0	 9:7
1	 1:1	 2:.037037037	 3:0	 4:.0000810185	 5:.666666667	 6:.999935281	 7:.000014881	 8:0	 9:7
1	 1:1	 2:.064516129	 3:0	 4:.090393519	 5:.419354839	 6:0	 7:.022175926	 8:0	 9:7
1	 1:.057142857	 2:.064516129	 3:0	 4:.018227513	 5:.419354839	 6:0	 7:.018227513	 8:0	 9:7
1	 1:.028571429	 2:.032258065	 3:0	 4:.047022156	 5:.419354839	 6:0	 7:.047022156	 8:0	 9:7
2	 1:.092592593	 2:.833333333	 3:1	 4:.002152778	 5:0	 6:0	 7:.001134259	 8:.806451613	 9:1
1	 1:.111111111	 2:.058823529	 3:0	 4:.914525463	 5:0	 6:0	 7:.914525463	 8:0	 9:5
1	 1:.018126888	 2:.193548387	 3:0	 4:.254968585	 5:.419354839	 6:0	 7:.075299273	 8:.848214286	 9:7
1	 1:.222222222	 2:.064516129	 3:0	 4:.075532407	 5:.419354839	 6:0	 7:.075510913	 8:0	 9:7
1	 1:.014084507	 2:.058823529	 3:0	 4:.992715278	 5:0	 6:0	 7:.992715278	 8:0	 9:5
1	 1:.043478261	 2:.166666667	 3:0	 4:.030089286	 5:0	 6:0	 7:.030089286	 8:.8	 9:7
1	 1:.666666667	 2:.666666667	 3:0	 4:.000446429	 5:0	 6:0	 7:.000396825	 8:.666666667	 9:7
1	 1:.057142857	 2:.057142857	 3:0	 4:.498263889	 5:.485714286	 6:.993528095	 7:.498194444	 8:0	 9:1
1	 1:.045454545	 2:.057142857	 3:0	 4:.508391204	 5:.485714286	 6:.993528095	 7:.508344907	 8:0	 9:1
1	 1:.033057851	 2:.114285714	 3:0	 4:.698761574	 5:.485714286	 6:.993528095	 7:.698761574	 8:.818181818	 9:1
1	 1:.1	 2:.028571429	 3:0	 4:.62962963	 5:.485714286	 6:.993528095	 7:.62962963	 8:0	 9:1
2	 1:.285714286	 2:.171428571	 3:1	 4:.737222222	 5:.485714286	 6:.993528095	 7:.737222222	 8:1	 9:1
1	 1:.03125	 2:.028571429	 3:0	 4:.918530093	 5:.485714286	 6:.993528095	 7:.918530093	 8:0	 9:1
1	 1:0	 2:.033333333	 3:0	 4:.283784722	 5:.4	 6:.993592814	 7:.283784722	 8:0	 9:1
1	 1:.5	 2:.033333333	 3:0	 4:.535740741	 5:.4	 6:.993592814	 7:.535740741	 8:0	 9:1
1	 1:.05	 2:.033333333	 3:0	 4:.61625	 5:.4	 6:.993592814	 7:.61625	 8:0	 9:1
1	 1:.3	 2:.375	 3:0	 4:.001878858	 5:0	 6:0	 7:.001840278	 8:.833333333	 9:3
1	 1:.068965517	 2:.25	 3:0	 4:.003784722	 5:0	 6:0	 7:.001747685	 8:.933333333	 9:3
1	 1:.037037037	 2:.25	 3:0	 4:.452804784	 5:0	 6:0	 7:.45277392	 8:.806451613	 9:3
1	 1:.25	 2:.125	 3:0	 4:.532260803	 5:0	 6:0	 7:.532260803	 8:1	 9:3
1	 1:.007246377	 2:.032258065	 3:0	 4:.000330688	 5:.419354839	 6:0	 7:.000330688	 8:0	 9:7
1	 1:.5	 2:.2	 3:0	 4:.0000231481	 5:0	 6:0	 7:.0000231481	 8:1	 9:7
1	 1:.003021148	 2:.2	 3:0	 4:.0000165344	 5:0	 6:0	 7:.0000165344	 8:.848214286	 9:7
1	 1:1	 2:.4	 3:0	 4:.0000380291	 5:0	 6:0	 7:.0000380291	 8:1	 9:7
2	 1:.615384615	 2:.347826087	 3:1	 4:.92312004	 5:.217391304	 6:0	 7:.846312831	 8:1	 9:7
1	 1:.151515152	 2:.087719298	 3:0	 4:.554358466	 5:.684210526	 6:.993528095	 7:.168387897	 8:0	 9:7
1	 1:.333333333	 2:.01754386	 3:0	 4:.0000082672	 5:.684210526	 6:.993528095	 7:.0000082672	 8:0	 9:7
1	 1:.307692308	 2:.070175439	 3:0	 4:.995552249	 5:.684210526	 6:.993528095	 7:.712380952	 8:0	 9:7
1	 1:.032258065	 2:.166666667	 3:0	 4:.549560185	 5:0	 6:0	 7:.549560185	 8:.857142857	 9:1
1	 1:.025	 2:.2	 3:0	 4:.000104167	 5:0	 6:0	 7:.0000231481	 8:.954545455	 9:1
1	 1:.037735849	 2:.2	 3:0	 4:.012835648	 5:0	 6:0	 7:.012685185	 8:.782608696	 9:1
1	 1:.021276596	 2:.2	 3:0	 4:.047615741	 5:0	 6:0	 7:.047384259	 8:.806451613	 9:1
1	 1:.012987013	 2:.032258065	 3:0	 4:.119451058	 5:.419354839	 6:0	 7:.119451058	 8:0	 9:7
1	 1:.051724138	 2:.096774194	 3:0	 4:.101676587	 5:.419354839	 6:0	 7:.101650132	 8:0	 9:7
1	 1:.027777778	 2:.01754386	 3:0	 4:.202769511	 5:.684210526	 6:.993528095	 7:.202769511	 8:0	 9:7
1	 1:.1	 2:.041666667	 3:0	 4:.01400463	 5:.25	 6:0	 7:.01400463	 8:0	 9:1
1	 1:.022727273	 2:.166666667	 3:0	 4:.342172068	 5:0	 6:.999935281	 7:.342172068	 8:.863636364	 9:3
1	 1:.009259259	 2:.021276596	 3:0	 4:.829268519	 5:.617021277	 6:.935345672	 7:.829268519	 8:0	 9:5
1	 1:.333333333	 2:.5625	 3:.5	 4:.507426698	 5:0	 6:0	 7:.324780093	 8:.846153846	 9:3
1	 1:0	 2:.0625	 3:0	 4:.917839506	 5:0	 6:0	 7:.917839506	 8:0	 9:3
2	 1:.193548387	 2:.193548387	 3:1	 4:.990775463	 5:.419354839	 6:.999935281	 7:.990740741	 8:.666666667	 9:1
1	 1:.071428571	 2:.033333333	 3:0	 4:.010573743	 5:.4	 6:.676404764	 7:.010573743	 8:0	 9:7
1	 1:.011764706	 2:.021276596	 3:0	 4:.864231482	 5:.617021277	 6:.935345672	 7:.864231482	 8:0	 9:5
1	 1:.147058824	 2:.106382979	 3:0	 4:.868935185	 5:.617021277	 6:.935345672	 7:.861173611	 8:1	 9:5
1	 1:.071428571	 2:.021276596	 3:0	 4:.868418982	 5:.617021277	 6:.935345672	 7:.868418982	 8:0	 9:5
1	 1:.043478261	 2:.021276596	 3:0	 4:.885094907	 5:.617021277	 6:.935345672	 7:.885094907	 8:0	 9:5
1	 1:.142857143	 2:.021276596	 3:0	 4:.899530093	 5:.617021277	 6:.935345672	 7:.899530093	 8:0	 9:5
1	 1:.066666667	 2:.021276596	 3:0	 4:.909916667	 5:.617021277	 6:.935345672	 7:.909916667	 8:0	 9:5
1	 1:.5	 2:.106382979	 3:0	 4:.996803241	 5:.617021277	 6:.935345672	 7:.91287963	 8:.666666667	 9:5
1	 1:.25	 2:.142857143	 3:0	 4:.93366114	 5:0	 6:0	 7:.93366114	 8:.666666667	 9:7
2	 1:.11	 2:.392857143	 3:1	 4:.9536875	 5:.357142857	 6:0	 7:.000444444	 8:.666666667	 9:5
1	 1:.444444444	 2:.285714286	 3:.5	 4:.25219213	 5:.357142857	 6:0	 7:.052791667	 8:1	 9:5
1	 1:.041666667	 2:.035714286	 3:0	 4:.167305556	 5:.357142857	 6:0	 7:.167305556	 8:0	 9:5
1	 1:.2	 2:.035714286	 3:0	 4:.338460648	 5:.357142857	 6:0	 7:.338460648	 8:0	 9:5
1	 1:.03030303	 2:.041666667	 3:0	 4:.0000115741	 5:.25	 6:0	 7:.0000115741	 8:0	 9:1
1	 1:.142857143	 2:.041666667	 3:0	 4:.038877315	 5:.25	 6:0	 7:.038877315	 8:0	 9:1
1	 1:.006042296	 2:.083333333	 3:0	 4:.135138889	 5:.25	 6:0	 7:.135069444	 8:0	 9:1
1	 1:.04	 2:.041666667	 3:0	 4:.969016204	 5:.25	 6:0	 7:.969016204	 8:0	 9:1
1	 1:.034482759	 2:.042553191	 3:0	 4:.911953704	 5:.617021277	 6:.935345672	 7:.91194213	 8:0	 9:5
1	 1:.045454545	 2:.043478261	 3:0	 4:.994672068	 5:.217391304	 6:.999935281	 7:.994672068	 8:0	 9:3
2	 1:.047619048	 2:.7	 3:.5	 4:.006967593	 5:0	 6:0	 7:.006951058	 8:.8125	 9:7
1	 1:.3	 2:.3	 3:0	 4:.010229828	 5:0	 6:0	 7:.007149471	 8:.5	 9:7
1	 1:.066666667	 2:.142857143	 3:0	 4:.108366402	 5:0	 6:0	 7:.108366402	 8:.7	 9:7
1	 1:.111111111	 2:.058823529	 3:0	 4:.998125	 5:0	 6:0	 7:.998125	 8:0	 9:3
1	 1:.022222222	 2:.111111111	 3:0	 4:.0000308642	 5:0	 6:0	 7:.0000308642	 8:.727272727	 9:3
1	 1:.333333333	 2:.111111111	 3:0	 4:.000003858	 5:0	 6:0	 7:.000003858	 8:1	 9:3
1	 1:.076923077	 2:.111111111	 3:0	 4:.009479167	 5:0	 6:0	 7:.009479167	 8:1	 9:3
1	 1:.333333333	 2:.111111111	 3:0	 4:.016273148	 5:0	 6:0	 7:.016273148	 8:1	 9:3
1	 1:.5	 2:.042553191	 3:0	 4:.996657407	 5:.617021277	 6:.935345672	 7:.996648148	 8:0	 9:5
1	 1:.666666667	 2:.042553191	 3:0	 4:.996724537	 5:.617021277	 6:.935345672	 7:.996724537	 8:0	 9:5
1	 1:.6	 2:.107142857	 3:0	 4:.950865741	 5:.357142857	 6:0	 7:.186578704	 8:.666666667	 9:5
1	 1:.054054054	 2:.071428571	 3:0	 4:.850233796	 5:.357142857	 6:0	 7:.850224537	 8:0	 9:5
1	 1:.333333333	 2:.035714286	 3:0	 4:.986030093	 5:.357142857	 6:0	 7:.986030093	 8:0	 9:5
1	 1:.058823529	 2:.083333333	 3:0	 4:.0000617284	 5:0	 6:0	 7:.0000617284	 8:0	 9:3
1	 1:.057142857	 2:.095238095	 3:0	 4:.021570216	 5:.142857143	 6:0	 7:.001666667	 8:0	 9:3
1	 1:.052631579	 2:.055555556	 3:0	 4:.001762566	 5:0	 6:0	 7:.001762566	 8:0	 9:7
2	 1:.357142857	 2:.277777778	 3:.5	 4:.017655423	 5:0	 6:0	 7:.000239749	 8:.714285714	 9:7
1	 1:.047619048	 2:.045454545	 3:0	 4:.242943673	 5:.181818182	 6:.995146071	 7:.242943673	 8:0	 9:3
1	 1:.010869565	 2:.047619048	 3:0	 4:.042415124	 5:.142857143	 6:0	 7:.042415124	 8:0	 9:3
1	 1:.011235955	 2:.047619048	 3:0	 4:.324266975	 5:.142857143	 6:0	 7:.324266975	 8:0	 9:3
1	 1:.25	 2:.047619048	 3:0	 4:.479483025	 5:.142857143	 6:0	 7:.479483025	 8:0	 9:3
1	 1:.057142857	 2:.095238095	 3:0	 4:.624795525	 5:.142857143	 6:0	 7:.624756944	 8:0	 9:3
1	 1:.008196721	 2:.047619048	 3:0	 4:.719008488	 5:.142857143	 6:0	 7:.719008488	 8:0	 9:3
1	 1:.076923077	 2:.033333333	 3:0	 4:.655636574	 5:.4	 6:.993592814	 7:.655636574	 8:0	 9:5
1	 1:.020408163	 2:.066666667	 3:0	 4:.871532407	 5:.4	 6:.993592814	 7:.871525463	 8:0	 9:5
1	 1:.1	 2:.047619048	 3:0	 4:.97753858	 5:.142857143	 6:0	 7:.97753858	 8:0	 9:3
1	 1:.090909091	 2:.047619048	 3:0	 4:.981828704	 5:.142857143	 6:0	 7:.981828704	 8:0	 9:3
2	 1:.113402062	 2:.523809524	 3:1	 4:.982064043	 5:.142857143	 6:0	 7:.976099537	 8:.75	 9:3
1	 1:.2	 2:.0625	 3:0	 4:.594027778	 5:0	 6:0	 7:.594027778	 8:0	 9:1
1	 1:.2	 2:.05	 3:0	 4:.481090278	 5:.1	 6:0	 7:.481090278	 8:0	 9:5
1	 1:.085714286	 2:.15	 3:0	 4:.015793982	 5:.1	 6:0	 7:.015773148	 8:.76	 9:5
1	 1:.242424242	 2:.4	 3:0	 4:.826375	 5:.1	 6:0	 7:.826375	 8:.8	 9:5
1	 1:.014925373	 2:.166666667	 3:0	 4:.0000231481	 5:0	 6:0	 7:.0000231481	 8:.806451613	 9:1
1	 1:.2	 2:.166666667	 3:0	 4:.000474537	 5:0	 6:0	 7:.000474537	 8:1	 9:1
1	 1:.01754386	 2:.166666667	 3:0	 4:.399074074	 5:0	 6:0	 7:.399074074	 8:.793103448	 9:1
1	 1:.052631579	 2:.166666667	 3:0	 4:.087511574	 5:0	 6:0	 7:.087511574	 8:.727272727	 9:1
1	 1:.666666667	 2:.333333333	 3:0	 4:.757152778	 5:0	 6:0	 7:.757106482	 8:1	 9:1
1	 1:.333333333	 2:.071428571	 3:0	 4:.006089616	 5:0	 6:0	 7:.006089616	 8:0	 9:7
1	 1:.05	 2:.066666667	 3:0	 4:.000277778	 5:0	 6:0	 7:.000277778	 8:0	 9:3
1	 1:.033333333	 2:.133333333	 3:0	 4:.076755401	 5:0	 6:0	 7:.055189043	 8:.842105263	 9:3
1	 1:.166666667	 2:.133333333	 3:0	 4:.001493056	 5:0	 6:0	 7:.001493056	 8:.75	 9:3
1	 1:.03125	 2:.019607843	 3:0	 4:.960632716	 5:.647058824	 6:.993592814	 7:.960632716	 8:0	 9:3
2	 1:.466666667	 2:.137254902	 3:1	 4:.973834877	 5:.647058824	 6:.993592814	 7:.943402778	 8:1	 9:3
1	 1:.333333333	 2:.039215686	 3:0	 4:.986851852	 5:.647058824	 6:.993592814	 7:.986840278	 8:0	 9:3
1	 1:.017391304	 2:.166666667	 3:0	 4:.795578704	 5:0	 6:0	 7:.795547288	 8:.926829268	 9:7
1	 1:.0625	 2:.166666667	 3:0	 4:.956886574	 5:0	 6:0	 7:.85291832	 8:.833333333	 9:7
1	 1:.070175439	 2:.333333333	 3:0	 4:.176669974	 5:0	 6:0	 7:.176669974	 8:.866666667	 9:7
1	 1:.071428571	 2:.083333333	 3:0	 4:.098311839	 5:0	 6:0	 7:.098311839	 8:0	 9:7
1	 1:.0625	 2:.166666667	 3:0	 4:.008288691	 5:0	 6:0	 7:.008282077	 8:.923076923	 9:7
1	 1:.047619048	 2:.020408163	 3:0	 4:.994753086	 5:.632653061	 6:.993592814	 7:.994753086	 8:0	 9:3
1	 1:.0625	 2:.040816327	 3:0	 4:.995516975	 5:.632653061	 6:.993592814	 7:.995486111	 8:0	 9:3
1	 1:.029850746	 2:.105263158	 3:0	 4:.092569444	 5:.052631579	 6:.993528095	 7:.092561177	 8:.806451613	 9:7
1	 1:.035087719	 2:.105263158	 3:0	 4:.424054233	 5:.052631579	 6:.993528095	 7:.424045966	 8:.866666667	 9:7
1	 1:.25	 2:.055555556	 3:0	 4:.113202712	 5:0	 6:0	 7:.113202712	 8:0	 9:7
2	 1:.068965517	 2:.222222222	 3:1	 4:.044011243	 5:0	 6:0	 7:.033435847	 8:.851851852	 9:7
1	 1:.007246377	 2:.055555556	 3:0	 4:.332099868	 5:0	 6:0	 7:.332099868	 8:0	 9:7
1	 1:.333333333	 2:.111111111	 3:0	 4:.037993056	 5:.333333333	 6:.993592814	 7:.037979167	 8:.75	 9:5
1	 1:.014925373	 2:.037037037	 3:0	 4:.091789352	 5:.333333333	 6:.993592814	 7:.091789352	 8:0	 9:5
1	 1:.016393443	 2:.038461538	 3:0	 4:.96318287	 5:.307692308	 6:.999935281	 7:.96318287	 8:0	 9:1
1	 1:.2	 2:.25	 3:.5	 4:.111164352	 5:.1	 6:.993592814	 7:.001935185	 8:1	 9:5
1	 1:.375	 2:.15	 3:0	 4:.001976852	 5:.1	 6:.993592814	 7:.000981482	 8:.666666667	 9:5
1	 1:.071428571	 2:.05	 3:0	 4:.048416667	 5:.1	 6:.993592814	 7:.048416667	 8:0	 9:5
1	 1:.010869565	 2:.05	 3:0	 4:.659025463	 5:.1	 6:.993592814	 7:.659025463	 8:0	 9:5
1	 1:.026315789	 2:.019607843	 3:0	 4:.977920525	 5:.647058824	 6:.993592814	 7:.977920525	 8:0	 9:3
1	 1:.003021148	 2:.019607843	 3:0	 4:.978834877	 5:.647058824	 6:.993592814	 7:.978834877	 8:0	 9:3
1	 1:0	 2:.019607843	 3:0	 4:.994143519	 5:.647058824	 6:.993592814	 7:.994143519	 8:0	 9:3
1	 1:.076923077	 2:.166666667	 3:0	 4:.007215609	 5:0	 6:0	 7:.007215609	 8:1	 9:7
1	 1:.032786885	 2:.333333333	 3:0	 4:.008232474	 5:0	 6:0	 7:.008202712	 8:.833333333	 9:7
1	 1:0	 2:.166666667	 3:0	 4:.015299273	 5:0	 6:0	 7:.015299273	 8:1	 9:7
1	 1:.025641026	 2:.166666667	 3:0	 4:.823010913	 5:0	 6:0	 7:.823010913	 8:.846153846	 9:7
1	 1:.222222222	 2:.117647059	 3:0	 4:.0000248016	 5:0	 6:0	 7:.0000066138	 8:.6	 9:7
1	 1:.057142857	 2:.117647059	 3:0	 4:.185598545	 5:0	 6:0	 7:.14057705	 8:.857142857	 9:7
1	 1:.090909091	 2:.021276596	 3:0	 4:.0000324074	 5:.617021277	 6:.935345672	 7:.0000324074	 8:0	 9:5
1	 1:.157894737	 2:.063829787	 3:.5	 4:.004837963	 5:.617021277	 6:.935345672	 7:.000351852	 8:0	 9:5
1	 1:.074074074	 2:.042553191	 3:0	 4:.017011574	 5:.617021277	 6:.935345672	 7:.016872685	 8:0	 9:5
1	 1:.142857143	 2:.016949153	 3:0	 4:.388516865	 5:.694915254	 6:.993592814	 7:.388516865	 8:0	 9:7
2	 1:.416666667	 2:.169491525	 3:.5	 4:.531617064	 5:.694915254	 6:.993592814	 7:.22952877	 8:1	 9:7
1	 1:.041666667	 2:.016949153	 3:0	 4:.417435516	 5:.694915254	 6:.993592814	 7:.417435516	 8:0	 9:7
1	 1:.0125	 2:.016949153	 3:0	 4:.42287037	 5:.694915254	 6:.993592814	 7:.42287037	 8:0	 9:7
1	 1:.12	 2:.050847458	 3:0	 4:.749247685	 5:.694915254	 6:.993592814	 7:.416749339	 8:0	 9:7
1	 1:.008196721	 2:.016949153	 3:0	 4:.683083664	 5:.694915254	 6:.993592814	 7:.683083664	 8:0	 9:7
1	 1:.037037037	 2:.016949153	 3:0	 4:.701357474	 5:.694915254	 6:.993592814	 7:.701357474	 8:0	 9:7
1	 1:.014925373	 2:.032258065	 3:0	 4:.515474537	 5:.419354839	 6:.999935281	 7:.515474537	 8:0	 9:1
1	 1:.010416667	 2:.034482759	 3:0	 4:.953868056	 5:.379310345	 6:.676404764	 7:.953868056	 8:0	 9:5
1	 1:.081081081	 2:.333333333	 3:0	 4:.938688272	 5:0	 6:0	 7:.903464506	 8:.75	 9:3
1	 1:.172413793	 2:.161290323	 3:0	 4:.99119213	 5:.419354839	 6:.999935281	 7:.990601852	 8:.777777778	 9:1
2	 1:.52	 2:.419354839	 3:1	 4:.5396875	 5:.419354839	 6:.999935281	 7:.003634259	 8:.8	 9:1
1	 1:.060606061	 2:.142857143	 3:0	 4:.995611873	 5:0	 6:0	 7:.995611873	 8:.866666667	 9:7
1	 1:.029411765	 2:.103448276	 3:0	 4:.002122685	 5:.379310345	 6:.676404764	 7:.002097222	 8:.888888889	 9:5
1	 1:.045454545	 2:.125	 3:0	 4:.035896164	 5:0	 6:0	 7:.035896164	 8:.928571429	 9:7
1	 1:.022727273	 2:.034482759	 3:0	 4:.152467593	 5:.379310345	 6:.676404764	 7:.152467593	 8:0	 9:5
1	 1:.111111111	 2:.25	 3:0	 4:.180550595	 5:0	 6:0	 7:.01276455	 8:1	 9:7
1	 1:.009259259	 2:.125	 3:0	 4:.058176257	 5:0	 6:0	 7:.058176257	 8:.821428571	 9:7
1	 1:.09375	 2:.103448276	 3:0	 4:.34275463	 5:.379310345	 6:.676404764	 7:.258092593	 8:.923076923	 9:5
2	 1:.060869565	 2:.24137931	 3:.5	 4:.946486111	 5:.379310345	 6:.676404764	 7:.912550926	 8:.87755102	 9:5
1	 1:.153846154	 2:.545454545	 3:0	 4:.354784722	 5:0	 6:0	 7:.165796296	 8:.75	 9:5
1	 1:.05	 2:.090909091	 3:0	 4:.744784722	 5:0	 6:0	 7:.744784722	 8:0	 9:5
1	 1:.071428571	 2:.090909091	 3:0	 4:.783280093	 5:0	 6:0	 7:.783280093	 8:0	 9:5
1	 1:1	 2:.063829787	 3:0	 4:.0601875	 5:.617021277	 6:.935345672	 7:.060159722	 8:0	 9:5
1	 1:.070175439	 2:.19047619	 3:0	 4:.399950397	 5:.142857143	 6:0	 7:.399933862	 8:.866666667	 9:7
1	 1:.003021148	 2:.125	 3:0	 4:.009500661	 5:0	 6:0	 7:.009500661	 8:.848214286	 9:7
2	 1:.35	 2:.175	 3:1	 4:.86025463	 5:.55	 6:.993592814	 7:.860092593	 8:.75	 9:1
1	 1:.111111111	 2:.025	 3:0	 4:.91931713	 5:.55	 6:.993592814	 7:.91931713	 8:0	 9:1
2	 1:.461538462	 2:.19047619	 3:1	 4:.733888889	 5:.714285714	 6:.98712091	 7:.71296131	 8:.909090909	 9:7
1	 1:.060606061	 2:.031746032	 3:0	 4:.855087632	 5:.714285714	 6:.98712091	 7:.855072751	 8:0	 9:7
2	 1:.6	 2:.214285714	 3:.5	 4:.808053902	 5:0	 6:.993592814	 7:.80796627	 8:1	 9:7
1	 1:.133333333	 2:.071428571	 3:0	 4:.51163206	 5:.357142857	 6:.935345672	 7:.511625446	 8:0	 9:7
1	 1:.017241379	 2:.035714286	 3:0	 4:.817880138	 5:.357142857	 6:.935345672	 7:.817880138	 8:0	 9:7
1	 1:.166666667	 2:.071428571	 3:0	 4:.825782002	 5:.357142857	 6:.935345672	 7:.825782002	 8:0	 9:7
2	 1:.075	 2:.15	 3:.5	 4:.992328704	 5:.1	 6:.993592814	 7:.822375	 8:1	 9:5
1	 1:.025	 2:.052631579	 3:0	 4:.941531085	 5:.052631579	 6:.993528095	 7:.941531085	 8:0	 9:7
2	 1:.056338028	 2:.210526316	 3:.5	 4:.948396164	 5:.052631579	 6:.993528095	 7:.948351521	 8:1	 9:7
1	 1:.010416667	 2:.052631579	 3:0	 4:.98552414	 5:.052631579	 6:.993528095	 7:.98552414	 8:0	 9:7
1	 1:.111111111	 2:.038461538	 3:0	 4:.308761574	 5:.307692308	 6:.999935281	 7:.308761574	 8:0	 9:1
1	 1:.008695652	 2:.038461538	 3:0	 4:.372453704	 5:.307692308	 6:.999935281	 7:.372453704	 8:0	 9:1
1	 1:.210526316	 2:.153846154	 3:0	 4:.478553241	 5:.307692308	 6:.999935281	 7:.478125	 8:.833333333	 9:1
1	 1:.090909091	 2:.038461538	 3:0	 4:.76119213	 5:.307692308	 6:.999935281	 7:.76119213	 8:0	 9:1
1	 1:.05	 2:.2	 3:0	 4:.019029574	 5:0	 6:.54696667	 7:.019029574	 8:.714285714	 9:3
1	 1:.047619048	 2:.2	 3:0	 4:.016970096	 5:0	 6:.54696667	 7:.016970096	 8:1	 9:3
1	 1:.025	 2:.2	 3:0	 4:.328939781	 5:0	 6:.54696667	 7:.328939781	 8:.909090909	 9:3
1	 1:.5	 2:.090909091	 3:0	 4:.039479167	 5:0	 6:0	 7:.039479167	 8:0	 9:3
1	 1:.1	 2:.204081633	 3:0	 4:.991334877	 5:.632653061	 6:.993592814	 7:.946871142	 8:.666666667	 9:3
1	 1:.333333333	 2:.090909091	 3:0	 4:.00966821	 5:0	 6:0	 7:.00966821	 8:0	 9:3
2	 1:.111111111	 2:.818181818	 3:1	 4:.605949074	 5:0	 6:0	 7:.541678241	 8:.885714286	 9:3
1	 1:.017241379	 2:.041666667	 3:0	 4:.0000281085	 5:.25	 6:.999935281	 7:.0000281085	 8:0	 9:7
